Departamento;Nome da Unidade (a);Endereço;CEP;Características do Imóvel;Telefone;Fax;Horário de Atendimento;Email
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Canaã dos Carajás;"Rua Manaus, Qd. 04, Lote 02, Bairro; Vale dos Sonhos, CEP: 68.537-300";-;ALUGADO;(94) 3358-1393;-;8:00 as 14:00;mpcanaadoscarajas@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Capanema;Av. Barão de Capanema, 1188. Centro.;68.700-970;PRÓPRIO;(91) 3462-2482 (91) 3462-2442 (91) 98871-2129;-;8:00 as 14:00;mpcapanema@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Capanema;Av. Barão de Capanema, 1188. Centro.;68.700-970;PRÓPRIO;(91) 98871-2129;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Capitão Poço;Av. 29 de Dezembro, 1746-Bairro: Centro.;68.650-300;PRÓPRIO;(91) 3468-1356;-;8:00 as 14:00;mpcapitaopoco@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Conceição do Araguaia;Av.Couto Magalhães, 2476. Bairro: Centro (sede provisória);68.540-300;PRÓPRIO;(94) 3421-1197 (94) 3421-2278;-;8:00 as 14:00;mpconceicaodoaraguaia@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Curuçá;Rua Gonçalo Ferreira, 384-Bairro:Centro;68.750-300;PRÓPRIO;(91) 3722-1331;-;8:00 as 14:00;mpcuruca@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Igarapé-Açu;Av. Magalhães Barata, 1880-Bairro: Centro;68.725-300;PRÓPRIO;(91) 3441-1981;-;8:00 as 14:00;mpigarapeacu@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Igarapé-Miri;Rua Lauro Sodré, 845-Bairro: Centro.;68.430-300;ALUGADO;(91) 3755-1127 (91) 3755-2711;-;8:00 as 14:00;mpigarapemiri@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Itaituba;Av. Brigadeiro Haroldo Veloso, 436-Bairro: Boa Esperança.;68.180-360;ALUGADO;(93) 3518-3099 (93) 3518-2123;-;8:00 as 14:00;mpitaituba@mppa.com.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Mãe do Rio;Rua Alfredo Chaves, 610-Bairro: Centro (Ed. Fórum);68.675-300;PRÓPRIO;(91) 3444-1443;-;8:00 as 14:00;mpmãedorio@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Maracanã;Trav. Olavo Nunes, 34-Bairro: Centro.;68.710-300;PRÓPRIO;(91) 3448-1286;-;8:00 as 14:00;mpmaracana@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Marapanim;Rua Diniz Botelho, 1722-Bairro: Centro(Ed. Fórum).;68.760-300;PRÓPRIO;(91) 3723-1181;-;8:00 as 14:00;mpmarapanim@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Moju;Praça do Estudante, 80-Bairro: Centro (Ed. Fórum).;68.450-300;FÓRUM;(91) 3756-1219;-;8:00 as 14:00;mpmoju@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Monte Alegre;Praça Dionísio Bentes, s/Nº -Bairro: Cidade alta (Ed. Fórum).;68.220-300;FÓRUM;(93) 3533-1123;-;8:00 as 14:00;mpmontealegre@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Monte Dourado;Rua988, Casa 99 -Bairro: Staff.;68.240-300;FÓRUM;(91) 3735-2451;-;8:00 as 14:00;mpalmeirim@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Muaná;Rua Coronel Rodrigues Lopes de Azevedo, 306-Bairro: Centro.;68.825-300;PRÓPRIO;(91) 3494-1188;-;8:00 as 14:00;mpmuana@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Óbidos;Praça Barão do Rio Branco, s/Nº -Bairro: Centro(Ed. Fórum).;68.250-300;PRÓPRIO;(93) 3547-1168 (93) 3547-1155;-;8:00 as 14:00;mpobidos@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Oriximiná;Trav. Carlos Maria Teixeira, 754-Bairro: Centro(Ed. Fórum).;68.270-300;FÓRUM;(93) 3544-1677;-;8:00 as 14:00;mporiximina@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Paragominas;Rua Eixo W I, S/Nº Bairro: Centro.;68.625-970;REGULARIZANDO;(91) 3729-1783 (91) 3729-3820;-;8:00 as 14:00;mpparagominas@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Parauapebas;Rua C, LOTES 07 e 08, Quadra 37, S/Nº-Bairro: Cidade Nova, CEP 68.515-300;68.515-300;PRÓPRIO;(94) 3346-1664 (94) 3346-6131 (94) 3346-2415 (94) 3346-1184;-;8:00 as 14:00;mpparauapebas@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Plantão - Coordenador;Av. Brigadeiro Haroldo Veloso, 436-Bairro: Boa Esperança;68.180-360;ALUGADO;(93) 9954-3211;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Ponta de Pedras;Alameda Tabelião José Luiz Tavares Malato, nº 223 -Bairro: Centro;68.830-300;PRÓPRIO;(91) 3777-1548;-;8:00 as 14:00;mppontadepedras@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Redenção;Rua Vicente Pereira,lote 20 Bairro: Parque dos Buritis.;68550-300;PRÓPRIO;(94) 3424-3656 (94) 3424-3577 (94) 3424-3913;-;8:00 as 14:00;monicamiranda@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Rio Maria;Av. Vinte e dois, s/Nº. Bairro: Jardim Maringá (Ed. Fórum).;68.530-300;FÓRUM;(94) 3428-1094;-;8:00 as 14:00;mpriomaria@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Rondon do Pará;Alameda Moreira, S/Nº.Bairro: Centro (Ed. Fórum).;68.638-300;FÓRUM;(94) 3326-2777 (94) 3326-2404;-;8:00 as 14:00;mprondo@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Salinópolis;Av. João Pessoa, 1084-Bairro: Centro (Ed.Fórum).;68.721-300;FÓRUM;(91) 3423-3434 (91) 3423-4511;-;8:00 as 14:00;mpsalinas@mppa.mp.br/
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Santa Isabel do Pará;Rua Mestre Rocha, 1239-Bairro: Centro;68.790-300;ALUGADO;(91) 3744-1271;-;8:00 as 14:00;mpsantaisabeldopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Santa Isabel do Pará;Rua Valentim José Ferreira-1325, Bairro: Nova Brasília.;68.790-300;ALUGADO;(91) 3744-2701 (91) 3744-2582 (91) 98402-9727;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Santana do Araguaia;Av. Gilberto Carvelli, lote 24, quadra 32-Bairro: Centro.;68.560-300;ALUGADO;(94) 3431-1498;-;8:00 as 14:00;mpsantanadoaraguaia@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Santarém - Teatro Vitória;Travessa Senador Lemos, 60-Bairro: Conquista.;68.035-380;CEDIDO;(93) 3523-1088 (93) 3523-6545;-;8:00 as 14:00;mpsantarem@mppa.com.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;São Miguel do Guamá;Av. Nazaré, 530-Bairro: Olho D'Água (Ed. Fórum).;68.660-300;CEDIDO;(91) 3446-1317;-;8:00 as 14:00;mpsaomigueldoguama@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Soure;Primeira Rua, S/Nº- Bairro: Centro.;68.870-300;PRÓPRIO;(91) 3741-1515;-;8:00 as 14:00;mpsoure@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Tomé-Açu;Avenida Três Poderes, S/Nº-Bairro: Centro (Ed. Fórum).;68.680-300;REGULARIZANDO;(91) 3727-1263 (91) 3727-1876;-;8:00 as 14:00;mptomeacu@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Tucumã;Av. dos Estados s/Nº - Centro.;68.385-300;REGULARIZANDO;(94) 3433-1424;-;8:00 as 14:00;mptucuma@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Tucuruí;Rua Dom Cornélio Vermans, 559- Bairro: Santa Izabel.;68.458-400;ALUGADO;(94) 3787-2094 (94) 3787-1356 (94) 3787-4497;-;8:00 as 14:00;mptucurui@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Vigia de Nazaré;Rua Professora Noemia Belém, s/Nº - Centro;68.780-300;PRÓPRIO;(91) 3731-1297;-;8:00 as 14:00;mpvigia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Viseu;Av. Lauro Sodré, 306-Bairro: Centro.;68.620-300;FÓRUM;(91) 3429-1448 (91) 3429- 1400;-;8:00 as 14:00;mpviseu@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Xinguara;Av. Xingu, 687-Bairro: Centro.;68.565-316;ALUGADO;(94) 3426-1649 (94) 3426-1624;-;8:00 as 14:00;mpxinguara@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;1º PJ/ Analista;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2777;-;8:00 as 14:00;mcorrea@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;2º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2635;-;8:00 as 14:00;silvio@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;3º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2654;-;8:00 as 14:00;oirama@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;4º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2658;-;8:00 as 14:00;agar@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;5º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2657;-;8:00 as 14:00;rosangela@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;Analista;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2590;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;Analista;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2591;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;Analista;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2677;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2637 (91) 3198-2775;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;Chefia de Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2637;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE AÇÕES CONSTITUCIONAIS E FAZENDA PÚBLICA;Promotor Substituto;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2659;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE ATRIBUIÇÕES GERAIS;1º a 5º PJ e 7º a 10º PJ;Anexo II. Av.16 de novembro, 50;66.023-390;PRÓPRIO;(91) 3198-2547;-;8:00 as 14:00;angela@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE ATRIBUIÇÕES GERAIS;6º PJ;Anexo II. Av.16 de novembro, 50;66.023-390;PRÓPRIO;(91) 3198-2632;-;8:00 as 14:00;andrea@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE ATRIBUIÇÕES GERAIS;Analista;Anexo II. Av.16 de novembro, 50;66.023-390;PRÓPRIO;(91) 3198-2791;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);1º PJ Criminal;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6110;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);2º PJ Criminal;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6126 (91) 3412-6112;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);3º PJ Criminal;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6104 (91) 3412-6124;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);4º PJ Cível;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6105;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);5º PJ Cível;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6127 (91) 3412-6103;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);6º PJ Cível;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6119;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);7º PJ INFÂNCIA e Juventude/8º PJ Agrária;Rua Hernani Lameira,508.Centro;68.740-308;PRÓPRIO;(91) 3721-3780;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);Cível;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6102;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);Criminal;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6108;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CASTANHAL(2ª ENTRÂNCIA);Plantão - Coordenador;Av. Presidente Vargas, 2638. Centro.;68.745-970;PRÓPRIO;(91) 3412-6107;-;8:00 as 14:00;mpcastanhal@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE CRIMES CONTRA ORDEM TRIBUTÁRIA;1º PJ/2º PJ;Av. Visconde de Souza Franco, 110. Reduto.;66053000;SEFA;(91) 3323-4343;-;8:00 as 14:00;lauzid@mppa.mp.br marcia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE CRIMES CONTRA ORDEM TRIBUTÁRIA;Analista;Av. Visconde de Souza Franco, 110. Reduto.;66053000;SEFA;(91) 3323-4342;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE CRIMES CONTRA ORDEM TRIBUTÁRIA;Apoio;Av. Visconde de Souza Franco, 110. Reduto.;66053000;SEFA;(91) 3323-4221;(91) 3241-7098;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE DEFESA COMUNITÁRIA E CIDADANIA;Coordenadoria das Promotorias de Justiça de Defesa Comunitária e Cidadania;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91)3198-2426;(91) 3252-4747;8:00 as 14:00;cpjdcc@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DEFESA COMUNITÁRIA E CIDADANIA;Recepção;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2412 (91) 3198-2431;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DAS PESSOAS COM DEFICIÊNCIA E DOS IDOSOS, E DE ACIDENTES DO TRABALHO - NIDE;1º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2408;-;8:00 as 14:00;macieira@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DEFESA DAS PESSOAS COM DEFICIÊNCIA E DOS IDOSOS, E DE ACIDENTES DO TRABALHO - NIDE;2º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2420;-;8:00 as 14:00;adriana@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DEFESA DAS PESSOAS COM DEFICIÊNCIA E DOS IDOSOS, E DE ACIDENTES DO TRABALHO - NIDE;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2410;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DAS PESSOAS COM DEFICIÊNCIA E DOS IDOSOS, E DE ACIDENTES DO TRABALHO - NIDE;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2502;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE DEFESA DAS PESSOAS COM DEFICIÊNCIA E DOS IDOSOS, E DE ACIDENTES DO TRABALHO - NIDE;Assistente Social;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2524;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DAS PESSOAS COM DEFICIÊNCIA E DOS IDOSOS, E DE ACIDENTES DO TRABALHO - NIDE;Psicólogos;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2530 (91) 3198-2466;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DO CIDADÃO E DA COMUNIDADE;1º PJ;Anexo I. Rua Ângelo Custódio, 36, Cidade Velha;66095110;REGULARIZANDO;(91) 3198-2428;-;8:00 as 14:00;firmino@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DEFESA DO CIDADÃO E DA COMUNIDADE;Apoio;Anexo I. Rua Ângelo Custódio, 36, Cidade Velha;66095110;REGULARIZANDO;(91) 3198-2685;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;1º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2671;-;8:00 as 14:00;Hamilton@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;2º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2655;-;8:00 as 14:00;helena@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;3º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2653;-;8:00 as 14:00;campos@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;4º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2652;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;5º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2439;-;8:00 as 14:00;elaine@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;6º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2651;-;8:00 as 14:00;arodrigues@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2629 (91) 3198-2636 (91) 3198-2678;-;8:00 as 14:00;campos@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Auditório;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2771;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Chefia de Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2681;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Coordenadoria das Promotorias de Justiça de Defesa do PATRIMÔNIO PÚBLICO e da Moralidade Administrativa;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2681;(91) 3198-2658;8:00 as 14:00;coordpjacfp@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Pedagogo;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2773;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Recepção;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2779;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Secretaria;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2639;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS E DOS DIREITOS HUMANOS;1º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2656;-;8:00 as 14:00;gracas@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS E DOS DIREITOS HUMANOS;2º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2650;-;8:00 as 14:00;suelyregina@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS E DOS DIREITOS HUMANOS;3º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2542;-;8:00 as 14:00;fabia@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS E DOS DIREITOS HUMANOS;4º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2414;-;8:00 as 14:00;mpenha@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS, DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Coordenadoria das Promotorias de Justiça de Direitos Constitucionais Fundamentais, Defesa do PATRIMÔNIO PÚBLICO e da Moralidade Administrativa;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2681 (91) 3198-2639;-;8:00 as 14:00;pjdcpp@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS, DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Direitos Fundamentais;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2638;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DIREITOS CONSTITUCIONAIS FUNDAMENTAIS, DEFESA DO PATRIMÔNIO PÚBLICO E DA MORALIDADE ADMINISTRATIVA;Improbidade Administrativa;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2636;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;1º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2567;-;8:00 as 14:00;alcenildo@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;2º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2604;-;8:00 as 14:00;cypriano@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;3º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2670;-;8:00 as 14:00;cstilianidi@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;4º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2592;-;8:00 as 14:00;ivanilson@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2540;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2593;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2621;-;8:00 as 14:00;-
